collection,budget,genre,language,title,production_companies,release_date,revenue,runtime,rating
,0,Drama,da,Elsker dig for evigt,Zentropa Entertainments,06-09-02,0,113.0,C
,0,Comedy,en,Poolhall Junkies,Gold Circle Films,07-06-02,0,99.0,C
,0,Drama,en,Till Human Voices Wake Us,#VALUE!,12-09-02,0,101.0,C
,0,,en,Stone Reader,#VALUE!,01-01-02,0,127.0,B
,25000000,Action,en,Cradle 2 the Grave,Silver Pictures,28-02-03,56489558,101.0,C
,0,Drama,en,Spider,Téléfilm Canada,13-12-02,0,98.0,C
,0,Crime,en,American Heart,#VALUE!,17-03-92,0,110.0,C
,0,Comedy,en,Edie & Pen,#VALUE!,10-05-96,0,96.0,C
,0,Comedy,en,Insignificance,Zenith Entertainment,01-01-85,0,110.0,C
,8500000,Drama,en,Lady Jane,Paramount Pictures,07-02-86,0,142.0,C
,0,Comedy,he,Hatuna Meuheret,ARTE France Cinéma,01-01-01,0,102.0,C
,0,Comedy,en,Life Stinks,Metro-Goldwyn-Mayer (MGM),26-07-91,0,92.0,C
,30,Fantasy,en,The Meteor Man,Metro-Goldwyn-Mayer (MGM),06-08-93,0,100.0,D
,0,Fantasy,en,Mr. North,#VALUE!,22-07-88,1221366,93.0,D
,0,,en,Seize the Day,#VALUE!,09-09-86,0,93.0,C
,0,Drama,en,The Slaughter Rule,#VALUE!,01-01-02,0,112.0,C
,0,Crime,en,Teenagers from Outer Space,Warner Bros.,01-06-59,0,86.0,D
,0,Drama,en,Trouble Bound,Incorporated Television Company (ITC),09-01-93,0,90.0,D
,0,Action,ko,WaSanGo,SBS,08-12-01,0,120.0,C
,0,Drama,fa,ده,Abbas Kiarostami Productions,20-05-02,105656,94.0,C
,20000000,Comedy,en,Bringing Down the House,Hyde Park Films,07-03-03,132675402,105.0,C
,70000000,Action,en,Tears of the Sun,Columbia Pictures,07-03-03,85632458,121.0,C
,0,Drama,fr,Irréversible,Eskwad,22-05-02,792,97.0,B
,0,Drama,en,Laurel Canyon,Sony Pictures Classics,18-05-02,0,103.0,C
,0,Drama,de,Nirgendwo in Afrika,MTM Cineteve,11-12-01,0,140.0,C
,0,Drama,en,The Safety of Objects,#VALUE!,,,,E
,3500159,Comedy,en,Bend It Like Beckham,Fox Searchlight Pictures,11-04-02,76578641,112.0,C
,55000000,Drama,en,The Hunted,Lakeshore Entertainment,11-03-03,34234008,94.0,C
Willard,22000000,Horror,en,Willard,New Line Cinema,14-03-03,0,100.0,C
,0,,en,Gaudi Afternoon,#VALUE!,01-05-01,0,97.0,C
,0,Drama,en,Prozac Nation,#VALUE!,08-09-01,0,95.0,C
,2000000,Comedy,en,Spun,Muse Productions,01-06-02,0,101.0,C
,0,Drama,fa,Zir-e poost-e shahr,#VALUE!,,,,E
,5037000,Drama,en,King of Kings,Metro-Goldwyn-Mayer (MGM),11-10-61,14483352,168.0,B
,1000000,Comedy,de,Die verlorene Ehre der Katharina Blum,WDR,10-10-75,0,106.0,B
,0,Drama,en,Loving You,Paramount Pictures,09-07-57,0,101.0,C
,0,Comedy,en,The Talk of the Town,#VALUE!,,,,E
,850000,Drama,en,Two-Lane Blacktop,Universal Pictures,07-07-71,0,102.0,C
,0,Drama,en,Bang the Drum Slowly,Paramount Pictures,26-08-73,0,96.0,C
,0,Drama,en,The Benny Goodman Story,Universal Pictures,01-01-56,0,102.0,C
Born Free Trilogy,0,Family,en,Born Free,High Road,22-06-66,0,95.0,C
,0,Romance,en,Born Yesterday,Hollywood Pictures,26-03-93,0,100.0,D
,0,Drama,en,Equus,United Artists,16-10-77,0,137.0,C
,0,History,en,Europa Europa,Telmar Film International,01-01-90,0,108.0,B
,0,Drama,en,Fear Strikes Out,Paramount Pictures,20-03-57,0,100.0,C
,0,History,en,The Glenn Miller Story,Universal Pictures,08-01-54,0,115.0,C
,0,Comedy,en,Green Card,Touchstone Pictures,23-12-90,29888235,108.0,C
,0,Adventure,en,Journey to the Center of the Earth,Twentieth Century Fox Film Corporation,14-12-59,10000000,132.0,C
,0,Drama,en,One Good Cop,Hollywood Pictures,03-05-91,0,105.0,D
,0,Romance,fr,Pauline à la plage,Les Films du Losange,23-02-83,0,94.0,B
Ringu Collection,1200000,Horror,ja,リング,Kadokawa Shoten Publishing Co. Ltd.,31-01-98,8690429,96.0,C
Ringu Collection,6000000,Horror,ja,リング 2,#VALUE!,23-01-99,18686644,92.0,C
,0,Drama,hi,Salaam Bombay!,Channel Four Films,24-08-88,2080046,113.0,B
,8000000,Comedy,en,Sweet Charity,Universal Pictures,01-01-69,20000000,149.0,C
,0,Drama,en,Talent for the Game,Paramount,26-04-91,0,91.0,C
,1250000,Drama,en,Women in Love,Brandywine Productions Ltd.,01-09-69,0,131.0,C
,250050,Drama,es,Japón,Bodega Films,01-01-02,0,130.0,B
,20000000,Comedy,en,Boat Trip,Motion Picture Corporation of America,01-10-02,8586376,94.0,D
,68000000,Drama,en,Dreamcatcher,Village Roadshow Pictures,21-03-03,75715436,136.0,C
,0,Animation,en,Piglet's Big Movie,Walt Disney Pictures,16-03-03,0,75.0,C
,0,Comedy,en,View from the Top,Miramax Films,21-03-03,15614000,87.0,D
,0,Comedy,en,Down & Out With The Dolls,#VALUE!,20-03-03,0,88.0,E
,0,Comedy,en,The Awful Truth,Columbia Pictures Corporation,01-01-37,0,91.0,B
,18000000,Drama,en,The Bible: In the Beginning...,Seven Arts Productions,28-09-66,0,174.0,C
,0,Horror,it,La casa dalle finestre che ridono,A.M.A. Film,16-08-76,0,110.0,C
I Am Curious Collection,0,Drama,sv,Jag är nyfiken - en film i gult,Sandrews,01-01-67,0,121.0,D
,0,Drama,fr,Les dames du Bois de Boulogne,Les Films Raoul Ploquin,21-09-45,0,86.0,B
The Flicka Collection,0,Action,en,My Friend Flicka,Twentieth Century Fox Film Corporation,26-05-43,0,89.0,D
Demetrius Filmreihe,4100000,Drama,en,The Robe,Twentieth Century Fox Film Corporation,16-09-53,36000000,135.0,C
,29000000,Action,en,Wind,American Zoetrope,11-09-92,5519569,126.0,C
,0,Comedy,zh,任逍遥,Office Kitano,06-06-02,0,113.0,C
,50000000,Action,en,Basic,Intermedia Films,18-04-03,42792561,98.0,C
,60000000,Action,en,The Core,Paramount Pictures,28-03-03,74208267,136.0,C
,0,Comedy,en,Head of State,DreamWorks SKG,01-01-03,0,95.0,C
,0,Comedy,en,What a Girl Wants,DiNovi Pictures,27-03-03,0,105.0,C
,0,Drama,en,Assassination Tango,#VALUE!,11-09-02,0,114.0,C
,800000,Drama,en,Raising Victor Vargas,#VALUE!,16-05-02,2816116,88.0,B
,0,Documentary,en,Stevie,#VALUE!,09-09-02,97000,140.0,C
,0,Fantasy,ja,夢,Warner Bros.,11-05-90,0,119.0,B
,0,Comedy,fr,La nuit américaine,Les Films du Carrosse,24-05-73,17808,115.0,B
,0,Drama,en,Eye of God,#VALUE!,17-10-97,0,84.0,C
,0,Drama,en,In a Lonely Place,Columbia Pictures Corporation,17-05-50,0,94.0,B
,0,Crime,en,Physical Evidence,Columbia Pictures Corporation,27-01-89,0,99.0,D
,0,Drama,sv,Square Dance,Island Pictures,01-03-87,225358,112.0,C
,0,Action,en,Wake of the Red Witch,Republic Pictures,30-12-48,0,106.0,C
,0,Drama,en,Winter Kills,Winter Gold Productions,11-05-79,0,97.0,C
,0,Documentary,it,Fellini: Je suis un grand menteur,#VALUE!,,,,E
,0,Crime,en,The Good Thief,Fox Searchlight Pictures,03-04-03,0,108.0,C
,36000000,Action,en,A Man Apart,New Line Cinema,04-04-03,44350926,109.0,C
,13000000,Thriller,en,Phone Booth,Fox 2000 Pictures,09-09-02,97837138,81.0,C
,0,Drama,en,Cet Amour-là,Les Films Alain Sarde,11-09-01,0,100.0,C
,0,Action,ja,カウボーイビバップ 天国の扉,Bandai Visual Company,01-09-01,0,116.0,B
,0,Comedy,en,DysFunktional Family,Brad Grey Pictures,04-04-03,0,89.0,C
,7500000,Crime,en,Levity,Sony Pictures Classics,16-03-03,209151,100.0,C
"s Finland trilogy"", ",0,Romance,fi,Mies vailla menneisyyttä,Yleisradio (YLE),01-03-02,0,97.0,C
,75000000,Comedy,en,Anger Management,Columbia Pictures,11-04-03,195745823,106.0,C
,0,Crime,en,Better Luck Tomorrow,#VALUE!,12-01-02,0,101.0,C
,13000000,Documentary,en,Ghosts of the Abyss,Walt Disney Pictures,10-04-03,17040871,92.0,B
House of 1000 Corpses Collection,7000000,Horror,en,House of 1000 Corpses,Lionsgate,11-04-03,16829545,89.0,C
,0,Crime,sv,Lilja 4-Ever,Det Danske Filminstitut,23-08-02,0,109.0,B
,0,Drama,en,Marion Bridge,#VALUE!,18-04-03,0,90.0,C
,0,Drama,en,XX/XY,Natural Nylon Entertainment,11-01-02,0,91.0,C
,52000000,Action,en,Bulletproof Monk,Metro-Goldwyn-Mayer (MGM),28-03-03,0,104.0,C
,0,Comedy,en,Chasing Papi,Fox 2000 Pictures,16-04-03,6126237,80.0,C
,6000000,Comedy,en,A Mighty Wind,Castle Rock Entertainment,16-04-03,18750246,91.0,C
,20000000,Adventure,en,Holes,Walt Disney Pictures,18-04-03,0,117.0,C
,0,Comedy,en,Malibu's Most Wanted,Karz Entertainment,10-04-03,0,86.0,D
,35866397,Documentary,fr,Le peuple migrateur,#VALUE!,,,,E
,0,Action,da,Blinkende lygter,M&M Productions,03-11-00,0,109.0,B
,2200000,Crime,en,Straw Dogs,ABC Pictures,29-12-71,3251794,118.0,B
,0,Science Fiction,en,Beginning of the End,AB-PT Pictures Corp.,28-06-57,0,73.0,D
,6500000,Science Fiction,en,The Andromeda Strain,Universal Pictures,12-03-71,12376563,131.0,C
,0,Fantasy,en,Brainscan,Admire Productions Ltd.,22-04-94,4352094,96.0,C
,0,Drama,en,Fahrenheit 451,Anglo Enterprises,14-09-66,0,112.0,C
,0,Music,en,I Am Trying to Break Your Heart,#VALUE!,21-06-02,0,92.0,B
,0,Drama,en,The Iceman Cometh,#VALUE!,10-11-73,0,239.0,C
,0,Comedy,en,Legal Eagles,Universal Pictures,18-06-86,0,116.0,C
,0,Comedy,en,Married to It,Orion Pictures,26-03-93,0,112.0,C
,0,Drama,en,Memories of Me,Metro-Goldwyn-Mayer (MGM),28-09-88,0,103.0,D
,7000000,Action,en,The Other Side of Heaven,3Mark Entertainment,12-04-01,4720371,113.0,C
,0,Comedy,en,A Private Function,Handmade Films Ltd.,09-11-84,0,94.0,C
,0,Comedy,en,Sibling Rivalry,Columbia Pictures,26-10-90,0,87.0,D
,0,Comedy,en,Undercover Blues,Metro-Goldwyn-Mayer (MGM),10-09-93,12416686,90.0,C
,0,Comedy,en,Wildcats,Warner Bros.,14-02-86,0,106.0,C
,24000000,Adventure,en,The Wiz,Universal Pictures,24-10-78,21049053,134.0,C
,0,Action,fr,Cartouche,#VALUE!,07-03-62,0,104.0,C
,26000000,Action,en,The Marrying Man,Hollywood Pictures,05-04-91,12454768,116.0,D
,0,Comedy,en,Mon père, ce héros,Orly Films,23-10-91,0,105.0,C
,3000000,Comedy,en,Scenes from a Mall,Touchstone Pictures,22-02-91,9563393,89.0,D
,0,Drama,en,Stella,Samuel Goldwyn Company,02-02-90,20240128,109.0,C
,0,Action,en,Confidence,Cinerenta Medienbeteiligungs KG,25-04-03,0,97.0,C
,30000000,Mystery,en,Identity,Konrad Pictures,25-04-03,90259536,90.0,B
,0,Comedy,en,It Runs in the Family,Buena Vista International,25-04-03,0,109.0,C
,0,Documentary,en,The Real Cancun,#VALUE!,23-04-03,0,96.0,D
,0,Thriller,en,City of Ghosts,#VALUE!,01-01-02,0,116.0,C
,0,Comedy,en,A Decade Under the Influence,#VALUE!,25-04-03,0,152.0,B
,2500000,Drama,ru,Dom durakov,#VALUE!,06-12-02,57862,104.0,C
,0,Drama,en,Manic,#VALUE!,27-01-01,0,100.0,B
,20000000,Drama,en,People I Know,#VALUE!,21-11-02,0,100.0,C
,0,Documentary,en,Spellbound,Blitz / Welch,13-11-02,0,97.0,B
,17000000,Family,en,The Lizzie McGuire Movie,Walt Disney Pictures,25-04-03,55534455,94.0,C
X-Men Collection,110000000,Adventure,en,X2,Twentieth Century Fox Film Corporation,24-04-03,407711549,133.0,C
,1000000,Drama,en,Blue Car,#VALUE!,11-01-02,464000,92.0,C
,0,Crime,en,The Dancer Upstairs,Fox Searchlight Pictures,20-09-02,0,132.0,C
,0,Drama,fa,Gomgashtei dar Aragh,#VALUE!,22-05-02,0,108.0,A
,0,Crime,en,Owning Mahowny,Alliance Atlantis Communications,02-05-03,0,104.0,C
Daddy Day Camp Collection,60000000,Comedy,en,Daddy Day Care,Columbia Pictures,03-05-03,164433867,92.0,C
,0,Crime,fr,L'Homme du train,Rhône-Alpes Cinéma,02-09-02,0,90.0,C
,0,Documentary,en,Only the Strong Survive,#VALUE!,14-01-02,0,95.0,C
,0,Comedy,en,The Shape of Things,StudioCanal,01-01-03,0,96.0,C
,0,Drama,en,The Trip,TLA Releasing,01-11-02,0,95.0,C
,0,Drama,en,Washington Heights,Stolen Car Productions,22-05-02,156021,89.0,A
,0,Drama,is,101 Reykjavík,Zentropa Entertainments,31-05-00,0,88.0,C
,0,Drama,en,A Chorus Line,#VALUE!,,,,E
,0,Fantasy,en,Absolute Beginners,#VALUE!,01-01-86,0,108.0,C
,0,Drama,en,Beat Street,Orion Pictures,08-06-84,0,105.0,C
" Collection"", ",0,Drama,en,Breakin' 2: Electric Boogaloo,TriStar Pictures,21-12-84,0,94.0,C
" Collection"", ",0,Music,en,Breakin',Metro-Goldwyn-Mayer (MGM),10-01-84,0,90.0,C
,0,Adventure,ja,天空の城ラピュタ,Studio Ghibli,02-08-86,0,124.0,B
,0,TV Movie,en,Hysterical Blindness,#VALUE!,01-01-02,0,99.0,D
,0,Drama,en,Lambada,Cannon Films,19-03-90,0,104.0,D
,0,Comedy,en,Roadie,United Artists,13-06-80,0,106.0,C
Nevada Smith Collection,0,Drama,en,The Carpetbaggers,#VALUE!,,,,E
,0,Comedy,en,Les Girls,Metro-Goldwyn-Mayer (MGM),01-01-57,0,114.0,C
,0,Western,en,Gunfight at the O.K. Corral,Wallis-Hazen,30-05-57,11750000,122.0,C
,2000000,Comedy,en,High Society,Metro-Goldwyn-Mayer (MGM),17-07-56,0,111.0,B
,0,Music,en,Kiss Me Kate,Metro-Goldwyn-Mayer (MGM),26-11-53,0,109.0,C
The Matrix Collection,150000000,Adventure,en,The Matrix Reloaded,Village Roadshow Pictures,15-05-03,738599701,138.0,C
,1596010,Horror,en,Dracula: Pages from a Virgin's Diary,Canadian Broadcasting Corporation (CBC),28-02-02,0,75.0,C
,35000000,Action,en,Down with Love,Regency Enterprises,08-05-03,20298207,101.0,C
,0,Documentary,en,Cinemania,Westdeutscher Rundfunk (WDR),06-07-02,0,79.0,B
,0,Action,en,Friends and Family,#VALUE!,,,,E
The Klapisch Trilogy,5300000,Drama,fr,L'Auberge espagnole,Mate Producciones S.A.,17-05-02,3897799,122.0,C
Pokémon Collection,0,Action,cs,劇場版ポケットモンスター 水の都の護神 ラティアスとラティオス,4 Kids Entertainment,13-07-02,20867919,71.0,C
Almighty Collection,80000000,Fantasy,en,Bruce Almighty,Universal Pictures,23-05-03,484572835,101.0,C
,0,Action,en,The In-Laws,Warner Bros. Pictures,23-05-03,20440627,98.0,C
,0,Documentary,en,Gigantic (A Tale Of Two Johns),#VALUE!,01-01-02,0,102.0,B
,0,Comedy,it,Respiro,#VALUE!,01-01-02,0,95.0,C
Finding Nemo Collection,94000000,Animation,en,Finding Nemo,Pixar Animation Studios,30-05-03,940335536,100.0,B
,60000000,Action,en,The Italian Job,De Line Pictures,30-05-03,176070171,110.0,C
Wrong Turn Collection,12600000,Horror,en,Wrong Turn,Summit Entertainment,30-05-03,28650575,84.0,C
,0,Documentary,en,Capturing the Friedmans,#VALUE!,30-05-03,3117985,107.0,B
,0,Drama,pt,As Três Marias,#VALUE!,01-01-02,0,0.0,C
,0,Drama,zh,He ni zai yi qi,#VALUE!,10-09-02,0,116.0,C
The Fast and the Furious Collection,76000000,Action,en,2 Fast 2 Furious,Mikona Productions GmbH & Co. KG,05-06-03,236350661,107.0,C
,0,Romance,en,Love the Hard Way,Vif Babelsberger Filmproduktion GmbH & Co. Dritte KG,27-03-03,0,0.0,B
,8000000,Drama,en,Whale Rider,South Pacific Pictures,30-01-03,41400000,101.0,B
Nevada Smith Collection,0,Action,en,Nevada Smith,Paramount Pictures,10-06-66,0,128.0,C
,0,Action,cn,纵横四海,Milestone Productions,02-02-91,4303351,103.0,C
,0,Drama,en,Regeneration,#VALUE!,27-08-97,0,114.0,C
,0,Comedy,en,Silk Stockings,Metro-Goldwyn-Mayer (MGM),18-07-57,0,117.0,C
,0,Comedy,en,Snowball Express,Walt Disney Productions,01-01-72,0,93.0,C
A Man Called Horse Collection,0,Action,en,A Man Called Horse,Cinema Center Films,01-05-70,0,114.0,C
,0,Romance,fr,À vendre,Canal+,26-08-98,0,100.0,C
,0,Western,en,Big Jake,Batjac Productions,26-05-71,0,110.0,C
,275000,Action,en,The Crazies,Pittsburgh Films,16-03-73,0,103.0,C
,30000,Horror,en,Dementia 13,Filmgroup Productions,25-09-63,0,75.0,C
,0,Comedy,fr,Drôle de drame,#VALUE!,20-10-37,0,95.0,B
,0,Action,en,Le Mans,#VALUE!,,,,E
,0,Crime,fr,Un coupable idéal,France 2 Cinéma,14-09-01,0,111.0,B
,0,Western,en,Rio Lobo,Batjac Productions,18-12-70,0,114.0,C
,0,Comedy,en,Siam Sunset,Channel Four Films,09-09-99,0,91.0,C
,0,Drama,en,The Swimmer,Horizon Pictures,15-05-68,0,95.0,B
,0,Romance,it,Lo sceicco bianco,P.D.C.,20-09-52,0,86.0,B
,0,Adventure,en,Treasure Island,RKO Radio Pictures,18-07-50,0,96.0,C
,9000000,Horror,en,Due occhi diabolici,#VALUE!,25-01-90,0,120.0,C
,0,Comedy,en,Walk Don't Run,Columbia Pictures Corporation,01-01-66,0,114.0,C
,0,Comedy,en,Animals Are Beautiful People,Mimosa Films,14-11-74,0,92.0,B
,0,Western,en,Bend of the River,Universal International Pictures (UI),13-02-52,0,91.0,C
,0,Romance,en,Car Wash,Universal Pictures,22-10-76,0,97.0,C
,0,Comedy,en,Come September,Universal International Pictures (UI),01-01-61,0,112.0,C
,0,Action,en,Destry Rides Again,Universal Pictures,30-11-39,0,94.0,C
,0,Drama,en,The Electric Horseman,Columbia Pictures,21-12-79,61801971,122.0,C
,0,Animation,en,Gay Purr-ee,Warner Bros.,24-10-62,0,85.0,C
,0,Drama,it,Intervista,Cinecittà,01-01-87,0,102.0,C
,0,Drama,en,King Rat,Coleytown,27-10-65,0,134.0,C
,0,Action,en,Live Wire,New Line Cinema,03-09-92,0,85.0,C
,0,Drama,en,Mr & Mrs Bridge,Merchant Ivory Productions,23-11-90,0,126.0,C
,0,Action,en,Night Passage,Universal International Pictures (UI),24-07-57,0,90.0,C
,0,Western,en,The Rare Breed,Universal Pictures,02-02-66,0,97.0,C
,0,Action,en,Shenandoah,Universal Pictures,03-06-65,0,105.0,C
,0,Comedy,en,Straight Talk,Hollywood Pictures,03-04-92,0,91.0,C
,35000000,Action,en,Oscar,Touchstone Pictures,26-04-91,23562716,109.0,C
,0,Fantasy,en,The 6th Man,Touchstone Pictures,28-03-97,0,107.0,D
,0,Drama,en,The Far Country,Universal Pictures,12-02-55,0,97.0,C
,0,Drama,en,The Railway Children,EMI Films Ltd.,21-12-70,0,109.0,B
,0,Western,en,Two Mules for Sister Sara,Universal Pictures,14-06-70,5050000,116.0,C
,0,Western,en,Winchester '73,Universal International Pictures (UI),12-07-50,0,92.0,B
,0,Documentary,en,Ziggy  Stardust and the Spiders from Mars,Bewlay Bros.,23-12-73,0,90.0,B
,0,Drama,en,Battle Cry,Warner Bros.,02-02-55,0,149.0,C
,0,Drama,en,The Courtship of Eddie's Father,Metro-Goldwyn-Mayer (MGM),27-03-63,0,118.0,D
,0,Drama,ru,Человек с киноаппаратом,VUFKU,08-01-29,0,68.0,A
,0,Action,en,Objective, Burma!,Warner Bros.,17-02-45,0,142.0,C
,0,Drama,en,Operation Pacific,#VALUE!,,,,E
,0,Drama,en,This Boy’s Life,Warner Bros.,09-04-93,4104962,115.0,C
,0,Thriller,en,13 Rue Madeleine,Twentieth Century Fox Film Corporation,15-01-47,0,95.0,C
,0,Action,en,633 Squadron,The Mirisch Corporation,06-04-64,0,102.0,C
,0,Action,en,Attack,The Associates & Aldrich Company,19-09-56,0,107.0,C
,9000000,Comedy,en,Barton Fink,Twentieth Century Fox Film Corporation,01-08-91,6153939,116.0,B
,12000000,Action,en,Battle of Britain,Spitfire Productions,15-09-69,0,132.0,C
,0,Comedy,es,Belle Époque,Sogepaq,04-12-92,0,109.0,C
,0,Adventure,en,The Big Trail,Fox Film Corporation,01-11-30,0,125.0,C
,0,Drama,en,Cloak and Dagger,#VALUE!,28-09-46,0,106.0,C
,0,Western,en,The Comancheros,Twentieth Century Fox Film Corporation,30-10-61,0,105.0,C
,0,Action,en,Duel at Diablo,#VALUE!,15-06-66,0,103.0,C
,0,Adventure,en,The Flight of the Phoenix,Twentieth Century Fox Film Corporation,15-12-65,0,142.0,C
,0,Drama,en,From the Terrace,Linebrook,09-09-60,0,149.0,C
,0,Adventure,en,Heaven Knows, Mr. Allison,Twentieth Century Fox Film Corporation,13-03-57,0,108.0,C
,0,Crime,en,The Hot Rock,Twentieth Century Fox Film Corporation,26-01-72,0,101.0,C
,0,Drama,en,The Long, Hot Summer,Twentieth Century Fox Film Corporation,03-04-58,0,115.0,C
,0,Documentary,en,Man of Aran,Gainsborough Pictures,24-04-34,0,76.0,C
,0,Crime,en,Music Box,TriStar Pictures,22-12-89,6263883,124.0,C
,3500000,Western,en,North to Alaska,Twentieth Century Fox Film Corporation,07-11-60,0,122.0,C
,0,Drama,fr,Que la bête meure,Rizzoli Film,04-09-69,0,113.0,B
,0,Action,en,Sink the Bismarck!,Twentieth Century Fox Film Corporation,11-02-60,0,97.0,C
,5000000,War,en,The Blue Max,Twentieth Century Fox Film Corporation,21-06-66,0,156.0,C
,0,Action,en,The Desert Fox: The Story of Rommel,Twentieth Century Fox Film Corporation,16-10-51,0,88.0,C
,0,Crime,en,Le procès,Hisa-Film,21-12-62,0,118.0,B
,0,Romance,en,The Unforgiven,James Productions,01-01-60,0,125.0,C
,0,Western,en,The Undefeated,Twentieth Century Fox Film Corporation,04-10-69,0,119.0,C
,0,Documentary,en,Divine Trash,#VALUE!,18-01-98,39842,97.0,B
,0,Comedy,en,Good Burger,Paramount Pictures,25-07-97,0,103.0,C
,0,Comedy,en,Jubilee,Megalovision,01-02-78,0,106.0,C
,0,Drama,en,Mississippi Masala,Channel Four Films,18-09-91,0,118.0,C
,0,Crime,fr,Quai des Orfèvres,Majestic Films,03-10-47,152961,106.0,B
,0,Drama,en,A Stranger Among Us,Propaganda Films,17-07-92,0,110.0,C
,0,Drama,en,Cahill U.S. Marshal,Batjac Productions,11-07-73,0,103.0,C
,6000000,Western,en,Chisum,Batjac Productions,23-07-70,0,111.0,C
,0,Action,en,Defence of the Realm,The Rank Organisation,06-09-86,750000,96.0,C
,0,,en,Eat a Bowl of Tea,#VALUE!,21-07-89,0,102.0,E
,0,Drama,en,Half Moon Street,RKO Pictures,13-08-86,0,90.0,C
,0,Drama,it,La tregua,UGC Images,10-02-97,0,125.0,C
,0,Comedy,en,Opportunity Knocks,Imagine Entertainment,30-03-90,11359129,103.0,C
,22000000,Mystery,en,Shattered,Palace Pictures,11-10-91,11511031,98.0,C
,0,Drama,en,The Song of Bernadette,Twentieth Century Fox Film Corporation,21-12-43,0,156.0,B
,0,Action,en,The Life and Times of Judge Roy Bean,First Artists,18-12-72,0,120.0,C
,0,Comedy,en,The Spirit of '76,#VALUE!,01-01-90,0,82.0,D
,0,Comedy,en,Thoroughly Modern Millie,Universal Pictures,21-03-67,0,138.0,B
,0,Comedy,en,Where the Heart Is,Touchstone Pictures,23-02-90,0,107.0,C
Dumb and Dumber Collection,19000000,Comedy,en,Dumb and Dumberer: When Harry Met Lloyd,New Line Cinema,13-06-03,39267515,85.0,D
,12000000,Comedy,en,From Justin to Kelly,19 Entertainment,20-06-03,4922166,90.0,E
,75000000,Action,en,Hollywood Homicide,Columbia Pictures,09-06-03,51142659,116.0,D
Rugrats Collection,0,Animation,en,Rugrats Go Wild,Nickelodeon Movies,13-06-03,0,84.0,C
,0,Action,en,The Hard Word,Australian Film Finance Corporation,30-05-02,0,102.0,C
,7000000,Drama,en,The Heart of Me,British Broadcasting Corporation (BBC),01-01-02,0,96.0,B
,0,Comedy,fr,Décalage horaire,#VALUE!,30-10-02,0,91.0,C
,0,Comedy,en,Loco Love,Three Springs Productions,16-03-03,0,94.0,D
,0,Drama,en,Manito,#VALUE!,15-01-02,0,78.0,C
,0,,en,No Turning Back,#VALUE!,21-06-02,0,101.0,E
,0,Drama,en,Oligarkh,Etalon film,06-06-02,0,128.0,C
,30000000,Comedy,en,Alex & Emma,Epsilon Motion Pictures,16-06-03,15368897,96.0,D
,0,,en,On_Line,#VALUE!,28-02-02,0,97.0,C
,0,Crime,en,Experiment in Terror,Columbia Pictures Corporation,12-04-62,0,123.0,C
,0,Drama,es,Éxtasis,#VALUE!,16-02-96,0,93.0,C
,0,War,fr,Paris brûle-t-il?,Paramount Pictures,26-10-66,0,175.0,B
,0,Drama,en,Murphy's War,Paramount Pictures,01-07-71,0,107.0,C
,0,Drama,en,Orphans of the Storm,D.W. Griffith Productions,28-12-21,0,150.0,C
Dracula (Hammer Series),0,Horror,en,The Satanic Rites of Dracula,Hammer Film Productions,03-11-73,544476,87.0,C
,0,Comedy,en,Strange Planet,New South Wales Film & Television Office,06-10-99,0,96.0,C
28 Days/Weeks Later Collection,5000000,Horror,en,28 Days Later,DNA Films,31-10-02,82719885,113.0,B
"s Angels Collection"", ",120000000,Action,en,Charlie's Angels: Full Throttle,Columbia Pictures,27-06-03,259175788,106.0,C
,0,Crime,en,Benzina,Galliano Iuso per Digital Film,20-11-01,0,90.0,C
